Name,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
m_screen.f90,8.0,8.0,1.0,77.0,14.0,42.0,21.0,13.0,1.0,1.0,13.0,1743.0,288.0,677.0,300.0,376.0,824.0,655.0,249.0,406.0,39.0,38.0,6.0,4.0,1.22,110.0,106.0,18.0,0.0
libtetrabz_dos_mod.f90,6.0,6.0,2.0,76.0,2.0,43.0,33.0,4.0,1.0,1.0,4.0,356.0,12.0,180.0,61.0,118.0,176.0,158.0,52.0,106.0,9.0,9.0,8.0,4.0,0.98,27.0,27.0,11.0,0.0
getgh2c.f90,75.0,75.0,1.0,478.0,69.0,326.0,103.0,1.0,0.0,1.0,1.0,551.0,72.0,328.0,70.0,257.0,173.0,317.0,36.0,281.0,75.0,75.0,1.0,4.0,0.53,75.0,75.0,1.0,0.0
m_pred_moldyn.f90,33.0,33.0,1.0,329.0,43.0,205.0,88.0,1.0,1.0,1.0,1.0,431.0,55.0,219.0,48.0,170.0,166.0,192.0,37.0,155.0,33.0,33.0,1.0,6.0,0.76,33.0,33.0,1.0,0.0
m_plowannier.f90,36.0,36.0,1.0,215.0,30.0,144.0,52.0,11.0,1.0,1.0,11.0,2938.0,451.0,1656.0,365.0,1290.0,966.0,1459.0,219.0,1240.0,255.0,255.0,8.0,12.0,0.58,402.0,402.0,18.0,0.0
m_spin_mover.f90,2.0,2.0,1.0,32.0,4.0,18.0,9.0,4.0,1.0,1.0,4.0,152.0,22.0,87.0,40.0,47.0,43.0,82.0,36.0,46.0,4.0,4.0,1.0,2.0,0.49,9.0,9.0,4.0,0.0
m_nonlop_test.f90,69.0,69.0,5.0,366.0,38.0,291.0,41.0,1.0,1.0,1.0,1.0,470.0,50.0,301.0,83.0,216.0,127.0,320.0,49.0,271.0,69.0,69.0,5.0,5.0,0.42,69.0,69.0,5.0,0.0
abi_xcopy.f90,1.0,1.0,1.0,28.0,6.0,13.0,9.0,9.0,0.0,9.0,9.0,399.0,76.0,118.0,86.0,32.0,207.0,124.0,86.0,38.0,3.0,3.0,1.0,1.0,1.75,15.0,15.0,9.0,0.0
m_relaxpol.f90,88.0,88.0,1.0,564.0,75.0,419.0,81.0,1.0,1.0,1.0,1.0,676.0,88.0,437.0,75.0,361.0,164.0,396.0,42.0,354.0,88.0,88.0,1.0,8.0,0.38,88.0,88.0,1.0,0.0
calc_optical_mels.f90,11.0,11.0,4.0,139.0,26.0,75.0,44.0,2.0,0.0,1.0,2.0,296.0,48.0,140.0,62.0,77.0,123.0,131.0,49.0,82.0,20.0,20.0,8.0,1.0,0.88,22.0,22.0,9.0,0.0
m_dynarray.f90,2.0,2.0,1.0,20.0,3.0,12.0,5.0,4.0,1.0,1.0,4.0,114.0,21.0,62.0,36.0,26.0,34.0,51.0,25.0,26.0,3.0,3.0,1.0,1.0,0.55,10.0,10.0,4.0,0.0
m_wffile.f90,2.0,2.0,1.0,60.0,11.0,32.0,17.0,45.0,1.0,1.0,45.0,4434.0,735.0,1645.0,434.0,196.0,2126.0,621.0,398.0,223.0,9.0,9.0,1.0,3.0,1.29,109.0,109.0,45.0,0.0
m_invovl.f90,9.0,9.0,2.0,96.0,16.0,63.0,17.0,6.0,1.0,1.0,6.0,784.0,128.0,410.0,144.0,265.0,256.0,367.0,112.0,255.0,27.0,27.0,6.0,6.0,0.62,54.0,54.0,13.0,0.0
m_ptg_Oh.f90,2.0,2.0,1.0,649.0,17.0,617.0,15.0,1.0,1.0,1.0,1.0,699.0,26.0,622.0,29.0,592.0,53.0,607.0,14.0,593.0,2.0,2.0,1.0,1.0,0.09,2.0,2.0,1.0,0.0
m_vtorho.f90,29.0,29.0,3.0,280.0,39.0,179.0,67.0,9.0,1.0,1.0,8.0,2515.0,298.0,1512.0,346.0,1090.0,751.0,1223.0,207.0,1016.0,222.0,222.0,15.0,8.0,0.5,267.0,267.0,30.0,0.0
m_pretty_rec.f90,3.0,3.0,1.0,32.0,4.0,17.0,10.0,3.0,1.0,1.0,3.0,213.0,30.0,67.0,36.0,30.0,120.0,66.0,35.0,31.0,6.0,6.0,1.0,2.0,1.79,10.0,10.0,3.0,0.0
dfpt_nstpaw.f90,81.0,81.0,3.0,516.0,44.0,399.0,79.0,3.0,0.0,1.0,1.0,1702.0,136.0,1201.0,297.0,903.0,390.0,1064.0,144.0,920.0,245.0,245.0,10.0,10.0,0.32,245.0,245.0,10.0,0.0
m_psptk.f90,8.0,8.0,1.0,114.0,16.0,63.0,34.0,13.0,1.0,1.0,13.0,1844.0,235.0,831.0,209.0,621.0,786.0,738.0,147.0,591.0,42.0,42.0,1.0,5.0,0.95,108.0,108.0,13.0,0.0
lincom_cgcprj.f90,10.0,10.0,1.0,98.0,17.0,62.0,20.0,1.0,0.0,1.0,1.0,170.0,20.0,64.0,30.0,33.0,89.0,50.0,19.0,31.0,10.0,10.0,1.0,3.0,1.39,10.0,10.0,1.0,0.0
ujdet.f90,31.0,31.0,1.0,312.0,66.0,191.0,57.0,1.0,0.0,1.0,1.0,348.0,70.0,193.0,48.0,137.0,89.0,187.0,31.0,156.0,31.0,31.0,1.0,2.0,0.46,31.0,31.0,1.0,0.0
m_ab7_kpoints.f90,3.0,3.0,1.0,36.0,7.0,23.0,5.0,7.0,1.0,1.0,7.0,475.0,83.0,182.0,113.0,68.0,212.0,162.0,97.0,65.0,5.0,5.0,3.0,1.0,1.16,24.0,24.0,9.0,0.0
dfpt_wfkfermi.f90,18.0,18.0,3.0,223.0,38.0,152.0,40.0,1.0,0.0,1.0,1.0,308.0,42.0,154.0,67.0,86.0,121.0,133.0,44.0,89.0,18.0,18.0,3.0,3.0,0.79,18.0,18.0,3.0,0.0
m_getgh1c.f90,43.0,41.0,0.0,255.0,25.0,186.0,53.0,4.0,1.0,1.0,3.0,1211.0,121.0,772.0,182.0,589.0,362.0,711.0,89.0,622.0,124.0,124.0,1.0,7.0,0.47,174.0,167.0,3.0,0.0
m_suscep_stat.f90,62.0,62.0,4.0,546.0,70.0,367.0,113.0,3.0,1.0,1.0,3.0,2006.0,226.0,1125.0,305.0,819.0,673.0,937.0,154.0,783.0,72.0,72.0,7.0,10.0,0.6,188.0,188.0,12.0,0.0
m_tdep_latt.f90,20.0,20.0,1.0,157.0,13.0,105.0,48.0,2.0,1.0,1.0,2.0,373.0,39.0,251.0,79.0,175.0,103.0,304.0,56.0,248.0,34.0,34.0,1.0,3.0,0.41,40.0,40.0,2.0,0.0
m_scfcv.f90,1.0,1.0,1.0,78.0,11.0,42.0,25.0,5.0,1.0,1.0,5.0,760.0,92.0,298.0,174.0,123.0,374.0,275.0,159.0,116.0,3.0,3.0,1.0,1.0,1.26,9.0,9.0,5.0,0.0
m_builtin_tests.f90,23.0,23.0,1.0,258.0,40.0,178.0,41.0,1.0,1.0,1.0,1.0,337.0,52.0,190.0,27.0,162.0,98.0,173.0,25.0,148.0,23.0,23.0,1.0,4.0,0.52,23.0,23.0,1.0,0.0
dfpt_nstdy.f90,27.0,27.0,2.0,248.0,32.0,170.0,49.0,2.0,0.0,1.0,1.0,595.0,68.0,343.0,116.0,226.0,194.0,288.0,70.0,218.0,54.0,54.0,4.0,6.0,0.57,54.0,54.0,4.0,0.0
m_ddb_interpolate.f90,6.0,6.0,1.0,145.0,31.0,85.0,30.0,3.0,1.0,1.0,3.0,545.0,105.0,275.0,77.0,108.0,170.0,174.0,69.0,105.0,18.0,18.0,1.0,6.0,0.62,20.0,20.0,3.0,0.0
m_eprenorms.f90,4.0,4.0,1.0,48.0,11.0,25.0,12.0,5.0,1.0,1.0,5.0,480.0,97.0,161.0,88.0,57.0,228.0,124.0,67.0,57.0,9.0,9.0,1.0,4.0,1.42,21.0,21.0,5.0,0.0
prep_getghc.f90,21.0,21.0,0.0,224.0,28.0,166.0,34.0,2.0,0.0,1.0,1.0,503.0,59.0,334.0,85.0,248.0,119.0,250.0,42.0,208.0,43.0,43.0,1.0,3.0,0.36,43.0,43.0,1.0,0.0
scfcv.f90,62.0,62.0,4.0,488.0,58.0,349.0,91.0,6.0,0.0,3.0,3.0,3276.0,355.0,2099.0,485.0,1582.0,887.0,1760.0,294.0,1466.0,276.0,276.0,13.0,7.0,0.42,374.0,374.0,26.0,0.0
m_ptg_D3h.f90,2.0,2.0,1.0,168.0,11.0,145.0,12.0,1.0,1.0,1.0,1.0,218.0,20.0,150.0,25.0,124.0,50.0,139.0,14.0,125.0,2.0,2.0,1.0,1.0,0.33,2.0,2.0,1.0,0.0
m_initcuda.f90,2.0,2.0,1.0,50.0,7.0,27.0,17.0,9.0,1.0,1.0,9.0,644.0,97.0,239.0,89.0,33.0,324.0,124.0,79.0,45.0,8.0,8.0,3.0,4.0,1.36,21.0,21.0,11.0,0.0
orbmag.f90,13.0,13.0,0.0,225.0,43.0,156.0,30.0,3.0,0.0,1.0,1.0,755.0,134.0,471.0,164.0,306.0,166.0,347.0,68.0,279.0,41.0,41.0,1.0,11.0,0.35,41.0,41.0,1.0,0.0
m_pred_verlet.f90,70.0,70.0,1.0,479.0,51.0,326.0,102.0,1.0,1.0,1.0,1.0,578.0,63.0,340.0,61.0,278.0,177.0,301.0,39.0,262.0,70.0,70.0,1.0,5.0,0.52,70.0,70.0,1.0,0.0
wvl_nhatgrid.f90,15.0,15.0,1.0,156.0,28.0,95.0,37.0,1.0,0.0,1.0,1.0,206.0,32.0,97.0,45.0,51.0,83.0,76.0,26.0,50.0,15.0,15.0,1.0,4.0,0.86,15.0,15.0,1.0,0.0
driver.f90,89.0,80.0,4.0,813.0,109.0,591.0,117.0,1.0,0.0,1.0,1.0,893.0,112.0,593.0,140.0,390.0,194.0,441.0,76.0,365.0,89.0,80.0,4.0,8.0,0.33,89.0,80.0,4.0,0.0
m_pred_langevin.f90,84.0,84.0,1.0,656.0,85.0,406.0,172.0,1.0,1.0,1.0,1.0,741.0,97.0,421.0,69.0,351.0,232.0,387.0,46.0,341.0,84.0,84.0,1.0,7.0,0.55,84.0,84.0,1.0,0.0
m_random_xoroshiro128plus.f90,1.0,1.0,1.0,21.0,4.0,10.0,6.0,15.0,1.0,1.0,15.0,459.0,93.0,192.0,107.0,85.0,176.0,181.0,92.0,89.0,4.0,4.0,1.0,3.0,0.92,27.0,27.0,15.0,0.0
m_levenberg_marquardt.f90,15.0,14.0,6.0,185.0,49.0,64.0,70.0,8.0,1.0,1.0,11.0,1703.0,429.0,531.0,148.0,382.0,748.0,596.0,146.0,450.0,52.0,52.0,24.0,3.0,1.41,124.0,119.0,54.0,0.0
m_dvdb.f90,12.0,12.0,5.0,111.0,22.0,65.0,25.0,31.0,1.0,1.0,31.0,4646.0,857.0,2129.0,777.0,1341.0,1749.0,1973.0,505.0,1468.0,43.0,43.0,24.0,7.0,0.82,377.0,375.0,182.0,1.0
mklocl_realspace.f90,6.0,6.0,0.0,121.0,18.0,69.0,34.0,12.0,0.0,4.0,8.0,1411.0,195.0,760.0,181.0,431.0,467.0,551.0,147.0,404.0,54.0,54.0,1.0,8.0,0.61,83.0,83.0,8.0,1.0
m_gwls_hamiltonian.f90,6.0,6.0,1.0,86.0,20.0,39.0,30.0,19.0,1.0,1.0,19.0,2404.0,450.0,879.0,399.0,479.0,1189.0,759.0,285.0,474.0,38.0,38.0,1.0,4.0,1.35,116.0,116.0,19.0,1.0
initmpi_seq.f90,1.0,1.0,1.0,91.0,13.0,65.0,15.0,1.0,0.0,1.0,1.0,133.0,16.0,67.0,14.0,52.0,54.0,62.0,10.0,52.0,1.0,1.0,1.0,0.0,0.81,1.0,1.0,1.0,1.0
forces.f90,21.0,21.0,0.0,195.0,19.0,113.0,63.0,3.0,0.0,1.0,2.0,657.0,54.0,315.0,122.0,189.0,293.0,272.0,72.0,200.0,57.0,57.0,1.0,4.0,0.93,63.0,63.0,2.0,1.0
m_plowannier.f90,36.0,36.0,1.0,215.0,30.0,144.0,52.0,11.0,1.0,1.0,11.0,2938.0,451.0,1656.0,365.0,1290.0,966.0,1459.0,219.0,1240.0,255.0,255.0,8.0,12.0,0.58,402.0,402.0,18.0,1.0
ionion_realspace.f90,9.0,9.0,1.0,81.0,14.0,50.0,17.0,1.0,0.0,1.0,1.0,125.0,17.0,52.0,20.0,31.0,58.0,39.0,15.0,24.0,9.0,9.0,1.0,4.0,1.12,9.0,9.0,1.0,1.0
prteigrs.f90,72.0,72.0,5.0,303.0,39.0,244.0,29.0,1.0,0.0,1.0,1.0,378.0,43.0,246.0,29.0,216.0,100.0,251.0,23.0,228.0,72.0,72.0,5.0,8.0,0.41,72.0,72.0,5.0,1.0
dfpt_gatherdy.f90,79.0,79.0,1.0,455.0,41.0,283.0,138.0,1.0,0.0,1.0,1.0,546.0,45.0,285.0,46.0,238.0,225.0,246.0,32.0,214.0,79.0,79.0,1.0,9.0,0.79,79.0,79.0,1.0,1.0
dfpt_mkvxcstrgga.f90,38.0,38.0,1.0,190.0,24.0,127.0,48.0,1.0,0.0,1.0,1.0,275.0,28.0,129.0,32.0,96.0,129.0,134.0,21.0,113.0,38.0,38.0,1.0,3.0,1.0,38.0,38.0,1.0,1.0
dotprodm_sumdiag_cgcprj.f90,28.0,28.0,1.0,192.0,30.0,138.0,30.0,1.0,0.0,1.0,1.0,267.0,33.0,140.0,37.0,102.0,102.0,117.0,25.0,92.0,28.0,28.0,1.0,9.0,0.73,28.0,28.0,1.0,1.0
m_lobpcgwf.f90,9.0,9.0,1.0,110.0,20.0,63.0,28.0,3.0,1.0,1.0,3.0,408.0,73.0,225.0,100.0,123.0,116.0,204.0,88.0,116.0,16.0,16.0,1.0,3.0,0.52,28.0,28.0,3.0,1.0
m_xcdata.f90,11.0,11.0,1.0,55.0,9.0,34.0,14.0,3.0,1.0,1.0,3.0,375.0,63.0,130.0,53.0,76.0,194.0,136.0,50.0,86.0,15.0,15.0,1.0,4.0,1.49,33.0,33.0,3.0,1.0
setup1.f90,8.0,8.0,1.0,109.0,15.0,72.0,22.0,1.0,0.0,1.0,1.0,173.0,19.0,74.0,29.0,44.0,82.0,62.0,24.0,38.0,8.0,8.0,1.0,2.0,1.11,8.0,8.0,1.0,1.0
ctocprj.f90,40.0,40.0,3.0,264.0,21.0,216.0,33.0,2.0,0.0,1.0,1.0,622.0,46.0,434.0,131.0,302.0,156.0,392.0,50.0,342.0,80.0,80.0,7.0,8.0,0.36,80.0,80.0,7.0,1.0
m_efmas.f90,17.0,17.0,1.0,179.0,23.0,129.0,32.0,9.0,1.0,1.0,9.0,1911.0,250.0,1187.0,427.0,758.0,533.0,929.0,166.0,763.0,82.0,82.0,1.0,9.0,0.45,155.0,155.0,9.0,1.0
m_afterscfloop.f90,39.0,39.0,0.0,420.0,43.0,308.0,72.0,2.0,1.0,1.0,1.0,1073.0,97.0,625.0,158.0,368.0,362.0,460.0,118.0,342.0,79.0,79.0,1.0,6.0,0.58,79.0,79.0,1.0,1.0
m_extraprho.f90,54.0,54.0,6.0,475.0,56.0,326.0,97.0,2.0,1.0,1.0,2.0,1126.0,126.0,678.0,176.0,501.0,334.0,570.0,87.0,483.0,55.0,55.0,12.0,10.0,0.49,108.0,108.0,13.0,1.0
dfptnl_pert.f90,79.0,79.0,6.0,1068.0,148.0,722.0,226.0,1.0,0.0,1.0,1.0,1192.0,152.0,724.0,232.0,491.0,346.0,587.0,114.0,473.0,79.0,79.0,6.0,7.0,0.48,79.0,79.0,6.0,1.0
optics_paw.f90,26.0,26.0,5.0,236.0,33.0,165.0,46.0,2.0,0.0,1.0,1.0,535.0,69.0,333.0,91.0,241.0,152.0,289.0,51.0,238.0,52.0,52.0,11.0,10.0,0.46,52.0,52.0,11.0,1.0
mpi_setup.f90,75.0,75.0,6.0,439.0,55.0,327.0,64.0,2.0,0.0,1.0,1.0,929.0,113.0,657.0,97.0,534.0,176.0,587.0,43.0,544.0,151.0,151.0,12.0,8.0,0.27,151.0,151.0,12.0,1.0
m_pred_srkna14.f90,15.0,15.0,1.0,219.0,41.0,126.0,55.0,1.0,1.0,1.0,1.0,308.0,53.0,139.0,35.0,103.0,121.0,134.0,34.0,100.0,15.0,15.0,1.0,3.0,0.87,15.0,15.0,1.0,0.0
m_dvdb.f90,12.0,12.0,5.0,111.0,22.0,65.0,25.0,31.0,1.0,1.0,31.0,4642.0,857.0,2125.0,773.0,1341.0,1749.0,1969.0,501.0,1468.0,43.0,43.0,24.0,7.0,0.82,377.0,375.0,182.0,0.0
m_wfk.f90,10.0,9.0,4.0,128.0,25.0,79.0,27.0,29.0,1.0,1.0,29.0,5233.0,969.0,2568.0,679.0,1030.0,1819.0,1454.0,421.0,1033.0,38.0,37.0,25.0,6.0,0.71,294.0,289.0,120.0,0.0
m_gwls_hamiltonian.f90,6.0,6.0,1.0,86.0,20.0,39.0,30.0,19.0,1.0,1.0,19.0,2403.0,449.0,879.0,399.0,479.0,1189.0,759.0,285.0,474.0,38.0,38.0,1.0,4.0,1.35,116.0,116.0,19.0,0.0
m_xgScalapack.f90,2.0,2.0,1.0,53.0,9.0,35.0,9.0,7.0,1.0,1.0,7.0,489.0,87.0,295.0,102.0,44.0,113.0,126.0,82.0,44.0,7.0,7.0,1.0,3.0,0.38,16.0,16.0,7.0,0.0
m_vdw_dftd2.f90,32.0,32.0,1.0,237.0,27.0,158.0,58.0,2.0,1.0,1.0,2.0,547.0,59.0,320.0,83.0,236.0,183.0,293.0,50.0,243.0,64.0,64.0,1.0,0.0,0.57,65.0,65.0,2.0,0.0
dfpt_v1zeeman.f90,14.0,13.0,1.0,115.0,11.0,82.0,52.0,1.0,0.0,1.0,1.0,170.0,15.0,84.0,12.0,71.0,103.0,80.0,9.0,71.0,14.0,13.0,1.0,4.0,1.23,14.0,13.0,1.0,0.0
m_dfpt_scfcv.f90,51.0,51.0,4.0,492.0,50.0,351.0,106.0,3.0,1.0,1.0,3.0,1865.0,168.0,1101.0,340.0,751.0,648.0,891.0,220.0,671.0,127.0,127.0,12.0,5.0,0.59,154.0,154.0,14.0,0.0
dfpt_rhofermi.f90,14.0,14.0,0.0,132.0,16.0,98.0,19.0,5.0,0.0,1.0,1.0,794.0,88.0,493.0,173.0,319.0,223.0,419.0,98.0,321.0,70.0,70.0,4.0,6.0,0.45,70.0,70.0,4.0,0.0
m_xchybrid.f90,19.0,19.0,6.0,191.0,24.0,138.0,31.0,1.0,1.0,1.0,1.0,439.0,60.0,204.0,53.0,101.0,179.0,125.0,38.0,87.0,19.0,19.0,6.0,2.0,0.88,19.0,19.0,6.0,0.0
m_inwffil.f90,63.0,63.0,7.0,544.0,73.0,353.0,124.0,5.0,1.0,1.0,5.0,3317.0,388.0,1801.0,356.0,1298.0,1167.0,1492.0,187.0,1305.0,108.0,108.0,17.0,9.0,0.65,316.0,316.0,36.0,0.0
m_pred_moldyn.f90,33.0,33.0,1.0,329.0,43.0,205.0,88.0,1.0,1.0,1.0,1.0,431.0,55.0,219.0,48.0,170.0,166.0,192.0,37.0,155.0,33.0,33.0,1.0,6.0,0.76,33.0,33.0,1.0,0.0
m_multibinit_dataset.f90,74.0,74.0,1.0,464.0,53.0,375.0,38.0,4.0,1.0,1.0,4.0,2186.0,260.0,1623.0,336.0,1286.0,321.0,1245.0,147.0,1098.0,244.0,244.0,3.0,4.0,0.2,297.0,297.0,6.0,0.0
m_dfpt_rhotov.f90,37.0,37.0,1.0,273.0,40.0,181.0,58.0,1.0,1.0,1.0,1.0,395.0,52.0,197.0,65.0,131.0,154.0,174.0,46.0,128.0,37.0,37.0,1.0,4.0,0.78,37.0,37.0,1.0,0.0
m_mklocl.f90,4.0,4.0,1.0,67.0,12.0,36.0,19.0,10.0,1.0,1.0,10.0,775.0,116.0,349.0,112.0,228.0,319.0,306.0,98.0,208.0,28.0,28.0,7.0,2.0,0.91,42.0,42.0,16.0,0.0
m_gammapositron.f90,14.0,14.0,1.0,125.0,22.0,78.0,28.0,2.0,1.0,1.0,2.0,389.0,59.0,172.0,60.0,111.0,168.0,172.0,39.0,133.0,24.0,24.0,1.0,4.0,0.98,29.0,29.0,2.0,0.0
m_relaxpol.f90,88.0,88.0,1.0,564.0,75.0,419.0,81.0,1.0,1.0,1.0,1.0,676.0,88.0,437.0,75.0,361.0,164.0,396.0,42.0,354.0,88.0,88.0,1.0,8.0,0.38,88.0,88.0,1.0,0.0
m_dynmat.f90,20.0,20.0,2.0,127.0,19.0,83.0,26.0,39.0,1.0,1.0,39.0,6609.0,882.0,3301.0,610.0,2690.0,2519.0,3025.0,495.0,2530.0,80.0,80.0,29.0,14.0,0.76,818.0,817.0,110.0,0.0
pawsushat.f90,28.0,28.0,1.0,228.0,32.0,168.0,38.0,1.0,0.0,1.0,1.0,304.0,35.0,170.0,54.0,115.0,111.0,167.0,39.0,128.0,28.0,28.0,1.0,9.0,0.65,28.0,28.0,1.0,0.0
m_ga.f90,1.0,1.0,1.0,25.0,7.0,10.0,8.0,3.0,1.0,1.0,3.0,226.0,41.0,53.0,37.0,15.0,142.0,49.0,34.0,15.0,2.0,2.0,1.0,1.0,2.68,5.0,5.0,3.0,0.0
m_tddft.f90,146.0,146.0,1.0,1567.0,207.0,1025.0,367.0,1.0,1.0,1.0,1.0,1701.0,220.0,1048.0,152.0,704.0,467.0,717.0,81.0,636.0,146.0,146.0,1.0,8.0,0.45,146.0,146.0,1.0,0.0
dfpt_mkvxc_noncoll.f90,11.0,11.0,1.0,141.0,26.0,87.0,30.0,1.0,0.0,1.0,1.0,213.0,29.0,89.0,44.0,44.0,99.0,65.0,25.0,40.0,11.0,11.0,1.0,3.0,1.11,11.0,11.0,1.0,0.0
pawmknhat.f90,53.0,53.0,1.0,261.0,20.0,215.0,31.0,2.0,0.0,1.0,1.0,598.0,43.0,433.0,93.0,339.0,134.0,399.0,47.0,352.0,107.0,107.0,3.0,9.0,0.31,107.0,107.0,3.0,0.0
optics_paw.f90,26.0,26.0,5.0,236.0,33.0,165.0,46.0,2.0,0.0,1.0,1.0,535.0,69.0,333.0,91.0,241.0,152.0,289.0,51.0,238.0,52.0,52.0,11.0,10.0,0.46,52.0,52.0,11.0,0.0
m_sparse_matrix.f90,2.0,2.0,1.0,23.0,3.0,12.0,7.0,28.0,1.0,1.0,28.0,852.0,146.0,401.0,185.0,215.0,307.0,390.0,174.0,216.0,9.0,9.0,7.0,4.0,0.77,73.0,73.0,34.0,0.0
m_getghc.f90,75.0,75.0,1.0,436.0,39.0,346.0,71.0,2.0,1.0,1.0,2.0,1052.0,94.0,712.0,155.0,556.0,289.0,628.0,77.0,551.0,113.0,113.0,1.0,8.0,0.41,151.0,151.0,2.0,1.0
chkvars.f90,6.0,6.0,3.0,119.0,12.0,81.0,26.0,3.0,0.0,2.0,2.0,422.0,43.0,245.0,25.0,219.0,137.0,239.0,22.0,217.0,17.0,17.0,9.0,5.0,0.56,18.0,18.0,10.0,1.0
m_rf2.f90,8.0,7.0,1.0,69.0,12.0,45.0,14.0,8.0,1.0,1.0,5.0,875.0,139.0,397.0,121.0,275.0,371.0,389.0,92.0,297.0,39.0,39.0,4.0,4.0,0.93,68.0,59.0,8.0,1.0
m_ddb_interpolate.f90,6.0,6.0,1.0,145.0,31.0,85.0,30.0,3.0,1.0,1.0,3.0,545.0,105.0,275.0,77.0,108.0,170.0,174.0,69.0,105.0,18.0,18.0,1.0,6.0,0.62,20.0,20.0,3.0,1.0
m_outvar_i_n.f90,112.0,112.0,1.0,1023.0,202.0,712.0,141.0,1.0,1.0,1.0,1.0,1137.0,214.0,728.0,79.0,638.0,229.0,694.0,40.0,654.0,112.0,112.0,1.0,4.0,0.31,112.0,112.0,1.0,1.0
chkvars.f90,6.0,6.0,3.0,119.0,12.0,81.0,26.0,3.0,0.0,2.0,2.0,422.0,43.0,245.0,25.0,219.0,137.0,239.0,22.0,217.0,17.0,17.0,9.0,5.0,0.56,18.0,18.0,10.0,0.0
m_tdep_sym.f90,13.0,13.0,2.0,110.0,13.0,75.0,24.0,5.0,1.0,1.0,5.0,611.0,83.0,407.0,120.0,301.0,132.0,404.0,96.0,308.0,39.0,39.0,3.0,4.0,0.32,68.0,68.0,11.0,0.0
getcprj.f90,27.0,27.0,2.0,127.0,13.0,96.0,20.0,2.0,0.0,1.0,1.0,337.0,30.0,194.0,57.0,136.0,120.0,182.0,26.0,156.0,55.0,55.0,4.0,9.0,0.62,55.0,55.0,4.0,0.0
m_elphon.f90,20.0,20.0,2.0,230.0,42.0,143.0,53.0,23.0,1.0,1.0,23.0,6252.0,1039.0,3340.0,738.0,2601.0,2092.0,2823.0,448.0,2375.0,120.0,120.0,14.0,9.0,0.63,461.0,461.0,65.0,0.0
m_dtfil.f90,20.0,20.0,3.0,182.0,26.0,124.0,36.0,8.0,1.0,1.0,8.0,1804.0,243.0,1016.0,174.0,823.0,589.0,941.0,134.0,807.0,41.0,41.0,23.0,7.0,0.58,162.0,162.0,30.0,0.0
m_tdep_readwrite.f90,27.0,27.0,11.0,224.0,10.0,195.0,22.0,2.0,1.0,1.0,2.0,563.0,34.0,453.0,100.0,340.0,86.0,430.0,86.0,344.0,54.0,54.0,21.0,4.0,0.19,55.0,55.0,22.0,0.0
paw_dfptnl_xc.f90,29.0,29.0,1.0,183.0,26.0,119.0,39.0,1.0,0.0,1.0,1.0,245.0,29.0,121.0,37.0,83.0,98.0,104.0,25.0,79.0,29.0,29.0,1.0,5.0,0.81,29.0,29.0,1.0,0.0
dfptnl_pert.f90,83.0,83.0,6.0,1052.0,148.0,765.0,189.0,1.0,0.0,1.0,1.0,1176.0,152.0,767.0,234.0,532.0,309.0,625.0,117.0,508.0,83.0,83.0,6.0,7.0,0.4,83.0,83.0,6.0,0.0
m_lobpcg2.f90,5.0,4.0,1.0,64.0,10.0,40.0,15.0,16.0,1.0,1.0,18.0,1200.0,222.0,742.0,270.0,446.0,294.0,713.0,254.0,459.0,43.0,31.0,7.0,4.0,0.4,94.0,77.0,24.0,0.0
m_kxc.f90,16.0,16.0,1.0,196.0,37.0,107.0,54.0,7.0,1.0,1.0,7.0,1765.0,292.0,788.0,262.0,525.0,716.0,669.0,160.0,509.0,40.0,40.0,1.0,5.0,0.91,116.0,113.0,7.0,1.0
m_getghc.f90,75.0,75.0,1.0,436.0,39.0,346.0,71.0,2.0,1.0,1.0,2.0,1052.0,94.0,712.0,155.0,556.0,289.0,628.0,77.0,551.0,113.0,113.0,1.0,8.0,0.41,151.0,151.0,2.0,1.0
berryphase_new.f90,168.0,168.0,14.0,1560.0,232.0,962.0,433.0,1.0,0.0,1.0,1.0,1670.0,235.0,964.0,195.0,768.0,540.0,781.0,88.0,693.0,168.0,168.0,14.0,10.0,0.56,168.0,168.0,14.0,1.0
abi_xgemm.f90,4.0,4.0,1.0,61.0,8.0,38.0,16.0,2.0,0.0,2.0,2.0,184.0,23.0,76.0,40.0,27.0,88.0,66.0,37.0,29.0,5.0,5.0,1.0,3.0,1.16,8.0,8.0,2.0,1.0
m_wfutils.f90,5.0,5.0,1.0,44.0,8.0,28.0,7.0,6.0,1.0,1.0,6.0,390.0,68.0,194.0,62.0,131.0,139.0,191.0,58.0,133.0,25.0,25.0,1.0,4.0,0.72,33.0,31.0,6.0,1.0
m_timana.f90,170.0,76.0,111.0,1649.0,170.0,1327.0,180.0,1.0,1.0,1.0,1.0,1792.0,182.0,1341.0,40.0,1270.0,299.0,1457.0,37.0,1420.0,170.0,76.0,111.0,8.0,0.22,170.0,76.0,111.0,1.0
