index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
24,compute_vacf.cpp,4.0,17.0,2.0,33.0,96.0,27.0,3.0,3.0,3.0,1.0,23.0,4.0,17.0,2.0,0.0,5.0,156.0,33.0,88.0,27.0,64.0,27.0,0.0,8.0,66.0,81.0,25.0,0.0,56.0,5.0,5.0,5.0,1.0,3.0,0.31,14.0,14.0,14.0,5.0,0.0
26,compute_vacf.h,0.0,0.0,0.0,11.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,9.0,14.0,11.0,0.0,25.0,3.0,7.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0
28,update.h,0.0,0.0,0.0,17.0,53.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110.0,17.0,47.0,44.0,0.0,57.0,0.0,6.0,42.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0
29,group.h,0.0,0.0,0.0,13.0,57.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,182.0,13.0,51.0,48.0,0.0,136.0,0.0,6.0,46.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0
31,fix_store.h,0.0,0.0,0.0,16.0,38.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,14.0,29.0,26.0,0.0,29.0,3.0,8.0,24.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00,0.0,0.0,0.0,0.0,0.0
33,pointers.h,0.0,12.0,0.0,14.0,61.0,19.0,1.0,1.0,1.0,1.0,12.0,0.0,12.0,0.0,1.0,2.0,94.0,14.0,52.0,49.0,0.0,19.0,0.0,9.0,23.0,27.0,27.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.37,2.0,2.0,2.0,2.0,0.0
35,atom_vec_spin.h,0.0,0.0,0.0,15.0,51.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,93.0,13.0,43.0,40.0,0.0,29.0,3.0,7.0,38.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
36,atom_vec.h,0.0,1.0,0.0,29.0,101.0,56.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,20.0,163.0,29.0,96.0,92.0,36.0,56.0,0.0,5.0,83.0,104.0,91.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,0.58,20.0,20.0,20.0,20.0,0.0
37,npair_half_bin_atomonly_newton.h,0.0,1.0,0.0,10.0,18.0,19.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,47.0,8.0,8.0,6.0,0.0,19.0,5.0,7.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.38,1.0,1.0,1.0,1.0,0.0
38,npair.h,1.0,24.0,0.0,31.0,88.0,52.0,11.0,11.0,11.0,11.0,25.0,1.0,24.0,0.0,1.0,1.0,152.0,31.0,84.0,63.0,19.0,52.0,0.0,4.0,70.0,81.0,60.0,0.0,21.0,11.0,11.0,11.0,11.0,4.0,0.62,11.0,11.0,11.0,11.0,0.0
39,pair_reaxc_omp.h,0.0,6.0,0.0,18.0,62.0,23.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,6.0,103.0,16.0,52.0,34.0,9.0,23.0,3.0,9.0,20.0,25.0,19.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.44,6.0,6.0,6.0,6.0,0.0
40,pair_reaxc.h,0.0,0.0,0.0,18.0,56.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0,16.0,47.0,44.0,0.0,32.0,3.0,8.0,42.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0
41,thr_omp.h,0.0,12.0,0.0,33.0,131.0,40.0,2.0,2.0,2.0,2.0,13.0,0.0,8.0,0.0,1.0,3.0,201.0,32.0,110.0,87.0,12.0,39.0,9.0,16.0,57.0,63.0,49.0,1.0,13.0,5.0,5.0,5.0,5.0,3.0,0.35,7.0,7.0,7.0,7.0,0.0
42,suffix.h,0.0,0.0,0.0,5.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,9.0,9.0,5.0,12.0,0.0,3.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0
43,TestCuda_ViewCtorPropEmbeddedDim.cpp,0.0,0.0,0.0,3.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,3.0,0.0,0.0,0.0,42.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
46,ucl_vector.h,0.0,2.0,0.0,26.0,122.0,90.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,42.0,238.0,26.0,120.0,63.0,72.0,90.0,0.0,2.0,56.0,104.0,49.0,0.0,55.0,3.0,3.0,3.0,1.0,1.0,0.75,48.0,48.0,48.0,42.0,0.0
47,nvd_mat.h,0.0,0.0,0.0,10.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,10.0,2.0,2.0,0.0,24.0,0.0,22.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.00,0.0,0.0,0.0,0.0,0.0
48,rcb.h,0.0,0.0,0.0,28.0,75.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,133.0,28.0,70.0,62.0,1.0,63.0,0.0,5.0,60.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90,0.0,0.0,0.0,0.0,0.0
49,pair_vashishta_table_omp.h,0.0,0.0,0.0,13.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,11.0,11.0,8.0,0.0,15.0,3.0,8.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0
50,pair_vashishta_table.h,0.0,0.0,0.0,12.0,27.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0,10.0,19.0,16.0,0.0,67.0,3.0,7.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0
51,Kokkos_StaticAssert.hpp,0.0,0.0,0.0,12.0,24.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,12.0,21.0,20.0,1.0,45.0,0.0,3.0,12.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0
52,pair_lj_cut_soft.h,0.0,0.0,0.0,13.0,39.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0,11.0,31.0,28.0,0.0,34.0,3.0,7.0,26.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10,0.0,0.0,0.0,0.0,0.0
53,fix_ttm_mod.cpp,0.0,32.0,2.0,57.0,768.0,104.0,8.0,8.0,9.0,1.0,34.0,0.0,32.0,2.0,0.0,23.0,922.0,57.0,749.0,222.0,619.0,104.0,0.0,19.0,578.0,769.0,204.0,0.0,565.0,86.0,86.0,90.0,3.0,8.0,0.14,189.0,189.0,196.0,27.0,0.0
54,lmptype.h,0.0,0.0,0.0,60.0,117.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,46.0,7.0,5.0,0.0,45.0,62.0,102.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0
57,fix_ttm_mod.h,0.0,0.0,0.0,11.0,65.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,88.0,9.0,57.0,53.0,0.0,12.0,3.0,7.0,51.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
58,force.h,0.0,0.0,0.0,30.0,111.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,228.0,30.0,104.0,101.0,3.0,113.0,0.0,7.0,99.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0
59,domain.h,0.0,6.0,0.0,30.0,108.0,190.0,4.0,4.0,7.0,4.0,6.0,0.0,6.0,0.0,1.0,1.0,290.0,30.0,101.0,92.0,5.0,190.0,0.0,7.0,93.0,98.0,91.0,0.0,7.0,4.0,4.0,7.0,4.0,1.0,1.88,4.0,4.0,7.0,4.0,0.0
60,region.h,0.0,1.0,0.0,21.0,76.0,78.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,147.0,21.0,72.0,67.0,3.0,78.0,0.0,4.0,62.0,66.0,66.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.08,3.0,3.0,3.0,3.0,0.0
61,respa.h,0.0,0.0,0.0,17.0,44.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,141.0,15.0,36.0,33.0,0.0,93.0,3.0,7.0,31.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0
62,comm.h,0.0,1.0,0.0,32.0,90.0,161.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,231.0,32.0,86.0,82.0,19.0,161.0,0.0,4.0,78.0,80.0,80.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.87,1.0,1.0,1.0,1.0,0.0
63,random_mars.h,0.0,0.0,0.0,8.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,8.0,15.0,12.0,0.0,20.0,0.0,4.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0
66,citeme.h,0.0,0.0,0.0,8.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,8.0,12.0,9.0,0.0,25.0,0.0,6.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0
67,math_const.h,0.0,0.0,0.0,5.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,16.0,16.0,12.0,22.0,0.0,3.0,12.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0
68,fix_reax_bonds.cpp,4.0,20.0,2.0,54.0,177.0,43.0,4.0,4.0,4.0,1.0,26.0,4.0,19.0,2.0,0.0,8.0,270.0,54.0,151.0,27.0,100.0,43.0,8.0,22.0,106.0,141.0,28.0,0.0,113.0,15.0,15.0,15.0,1.0,4.0,0.28,32.0,32.0,33.0,8.0,0.0
69,fix_reax_bonds.h,0.0,0.0,0.0,12.0,26.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0,10.0,17.0,14.0,0.0,39.0,3.0,8.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0
70,pair_reax_fortran.h,0.0,0.0,0.0,29.0,154.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,210.0,29.0,135.0,133.0,2.0,28.0,4.0,19.0,112.0,159.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
73,variable.h,0.0,0.0,0.0,21.0,112.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,504.0,21.0,106.0,98.0,0.0,399.0,0.0,6.0,92.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.0,0.0,0.0,0.0
74,Kokkos_OpenMP_ViewCopyETIInst_int64_t_double_LayoutLeft_Rank4.cpp,0.0,0.0,0.0,2.0,10.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,8.0,4.0,0.0,42.0,0.0,2.0,8.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0
75,fix_nvt_omp.cpp,4.0,19.0,2.0,8.0,26.0,15.0,3.0,3.0,3.0,1.0,25.0,4.0,19.0,2.0,0.0,1.0,49.0,8.0,21.0,5.0,15.0,15.0,0.0,5.0,15.0,20.0,5.0,0.0,15.0,3.0,3.0,3.0,1.0,1.0,0.71,3.0,3.0,3.0,1.0,0.0
76,fix_nvt_omp.h,0.0,1.0,0.0,10.0,15.0,23.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,48.0,8.0,7.0,5.0,0.0,23.0,3.0,7.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.29,1.0,1.0,1.0,1.0,0.0
77,TestOpenMP_Complex.cpp,0.0,0.0,0.0,3.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,3.0,0.0,0.0,0.0,42.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
79,TestComplex.hpp,2.0,17.0,1.0,37.0,179.0,52.0,1.0,1.0,1.0,1.0,20.0,2.0,17.0,1.0,0.0,9.0,263.0,37.0,175.0,47.0,127.0,52.0,0.0,4.0,220.0,234.0,40.0,0.0,194.0,1.0,1.0,1.0,1.0,0.0,0.30,9.0,9.0,9.0,9.0,0.0
80,atom_vec_ellipsoid.h,0.0,0.0,0.0,18.0,73.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,129.0,16.0,65.0,61.0,0.0,38.0,3.0,7.0,59.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0
81,fenl.cpp,0.0,0.0,0.0,31.0,88.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,11.0,6.0,6.0,0.0,43.0,90.0,12.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17,0.0,0.0,0.0,0.0,0.0
83,fenl_impl.hpp,25.0,84.0,8.0,124.0,376.0,109.0,10.0,10.0,11.0,1.0,116.0,25.0,82.0,8.0,1.0,4.0,598.0,124.0,356.0,168.0,204.0,109.0,4.0,16.0,213.0,259.0,97.0,0.0,162.0,36.0,36.0,39.0,4.0,7.0,0.31,39.0,39.0,42.0,7.0,0.0
84,TestSerial_UnorderedMap.cpp,0.0,0.0,0.0,3.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,3.0,0.0,0.0,0.0,42.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
86,TestUnorderedMap.hpp,1.0,9.0,0.0,67.0,223.0,45.0,2.0,2.0,2.0,1.0,11.0,1.0,9.0,0.0,0.0,19.0,331.0,67.0,217.0,109.0,79.0,45.0,0.0,6.0,117.0,151.0,84.0,0.0,67.0,3.0,3.0,5.0,1.0,2.0,0.21,31.0,31.0,35.0,19.0,0.0
87,npair_half_bin_newton_tri_intel.h,0.0,1.0,0.0,11.0,22.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,48.0,9.0,11.0,8.0,0.0,15.0,5.0,8.0,4.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.36,1.0,1.0,1.0,1.0,0.0
88,npair_intel.h,0.0,0.0,0.0,19.0,69.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,117.0,19.0,12.0,9.0,1.0,29.0,7.0,54.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0
89,fix_intel.h,0.0,5.0,0.0,66.0,338.0,144.0,1.0,1.0,2.0,1.0,5.0,0.0,3.0,0.0,1.0,32.0,541.0,48.0,157.0,108.0,64.0,138.0,170.0,35.0,94.0,137.0,79.0,0.0,58.0,3.0,3.0,5.0,1.0,1.0,0.88,42.0,42.0,51.0,32.0,0.0
90,fix_ave_histo.cpp,9.0,59.0,3.0,141.0,797.0,83.0,21.0,21.0,27.0,1.0,71.0,9.0,59.0,3.0,0.0,13.0,1020.0,141.0,777.0,82.0,676.0,83.0,0.0,20.0,494.0,756.0,80.0,0.0,676.0,122.0,122.0,193.0,5.0,5.0,0.11,267.0,267.0,350.0,24.0,0.0
92,fix_ave_histo.h,0.0,0.0,0.0,16.0,48.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,253.0,14.0,39.0,36.0,0.0,189.0,3.0,8.0,34.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,0.0,0.0,0.0,0.0
94,reaxc_bond_orders_omp.h,0.0,0.0,0.0,5.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,5.0,8.0,8.0,0.0,27.0,0.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0
95,reaxc_types.h,0.0,5.0,0.0,173.0,666.0,125.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,6.0,917.0,171.0,615.0,582.0,18.0,124.0,31.0,26.0,520.0,527.0,510.0,0.0,17.0,1.0,1.0,1.0,1.0,0.0,0.20,6.0,6.0,6.0,6.0,0.0
96,reaxc_bond_orders.h,0.0,0.0,0.0,4.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,13.0,13.0,0.0,25.0,0.0,4.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0
