function,cyclomatic,modified,strict,essential,nesting,path_count,path_c_log,bug
OpenMM::AmoebaInPlaneAngleForceProxy::AmoebaInPlaneAngleForceProxy,1,1,1,1,0,1,0,0
OpenMM::AmoebaInPlaneAngleForceProxy::deserialize,6,6,7,1,1,18,1,0
OpenMM::AmoebaInPlaneAngleForceProxy::serialize,2,2,2,1,1,2,0,0
OpenMM::AmoebaMultipoleForce::addMultipole,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::AmoebaMultipoleForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::createImpl,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getAEwald,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getCovalentMap,2,2,2,1,1,2,0,0
OpenMM::AmoebaMultipoleForce::getCovalentMaps,3,3,3,1,2,3,0,0
OpenMM::AmoebaMultipoleForce::getCutoffDistance,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getElectrostaticPotential,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getEwaldErrorTolerance,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getExtrapolationCoefficients,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getInducedDipoles,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getLabFramePermanentDipoles,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getMultipoleParameters,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getMutualInducedMaxIterations,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getMutualInducedTargetEpsilon,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getNonbondedMethod,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getNumMultipoles,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getPmeBSplineOrder,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getPmeGridDimensions,2,2,2,1,1,2,0,0
OpenMM::AmoebaMultipoleForce::getPMEParameters,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getPMEParametersInContext,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getPolarizationType,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getSystemMultipoleMoments,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::getTotalDipoles,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::MultipoleInfo::MultipoleInfo,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::MultipoleInfo::MultipoleInfo,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::setAEwald,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::setCovalentMap,2,2,2,1,1,2,0,0
OpenMM::AmoebaMultipoleForce::setCutoffDistance,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::setEwaldErrorTolerance,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::setExtrapolationCoefficients,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::setMultipoleParameters,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::setMutualInducedMaxIterations,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::setMutualInducedTargetEpsilon,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::setNonbondedMethod,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::setPmeGridDimensions,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::setPMEParameters,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::setPolarizationType,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::updateParametersInContext,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForce::usesPeriodicBoundaryConditions,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceImpl::AmoebaMultipoleForceImpl,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceImpl::calcForcesAndEnergy,2,2,2,1,1,2,0,0
OpenMM::AmoebaMultipoleForceImpl::getCovalentDegree,2,2,2,1,1,2,0,0
OpenMM::AmoebaMultipoleForceImpl::getCovalentDegrees,2,2,2,1,1,2,0,0
OpenMM::AmoebaMultipoleForceImpl::getCovalentRange,5,5,5,1,3,6,1,0
OpenMM::AmoebaMultipoleForceImpl::getDefaultParameters,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceImpl::getElectrostaticPotential,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceImpl::getInducedDipoles,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceImpl::getKernelNames,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceImpl::getLabFramePermanentDipoles,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceImpl::getOwner,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceImpl::getPMEParameters,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceImpl::getSystemMultipoleMoments,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceImpl::getTotalDipoles,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceImpl::initialize,13,13,28,1,2,1542,3,0
OpenMM::AmoebaMultipoleForceImpl::updateContextState,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceImpl::updateParametersInContext,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceImpl::~AmoebaMultipoleForceImpl,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceProxy::AmoebaMultipoleForceProxy,1,1,1,1,0,1,0,0
OpenMM::AmoebaMultipoleForceProxy::deserialize,10,10,11,5,3,98,2,0
OpenMM::AmoebaMultipoleForceProxy::serialize,4,4,4,1,2,6,1,0
OpenMM::AmoebaOutOfPlaneBendForce::addOutOfPlaneBend,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::AmoebaOutOfPlaneBendForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::createImpl,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::getAmoebaGlobalOutOfPlaneBendCubic,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::getAmoebaGlobalOutOfPlaneBendPentic,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::getAmoebaGlobalOutOfPlaneBendQuartic,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::getAmoebaGlobalOutOfPlaneBendSextic,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::getNumOutOfPlaneBends,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::getOutOfPlaneBendParameters,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::OutOfPlaneBendInfo::OutOfPlaneBendInfo,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::OutOfPlaneBendInfo::OutOfPlaneBendInfo,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::setAmoebaGlobalOutOfPlaneBendCubic,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::setAmoebaGlobalOutOfPlaneBendPentic,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::setAmoebaGlobalOutOfPlaneBendQuartic,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::setAmoebaGlobalOutOfPlaneBendSextic,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::setOutOfPlaneBendParameters,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::setUsesPeriodicBoundaryConditions,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::updateParametersInContext,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForce::usesPeriodicBoundaryConditions,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForceImpl::AmoebaOutOfPlaneBendForceImpl,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForceImpl::calcForcesAndEnergy,2,2,2,1,1,2,0,0
OpenMM::AmoebaOutOfPlaneBendForceImpl::getDefaultParameters,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForceImpl::getKernelNames,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForceImpl::getOwner,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForceImpl::initialize,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForceImpl::updateContextState,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForceImpl::updateParametersInContext,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForceImpl::~AmoebaOutOfPlaneBendForceImpl,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForceProxy::AmoebaOutOfPlaneBendForceProxy,1,1,1,1,0,1,0,0
OpenMM::AmoebaOutOfPlaneBendForceProxy::deserialize,6,6,7,1,1,18,1,0
OpenMM::AmoebaOutOfPlaneBendForceProxy::serialize,2,2,2,1,1,2,0,0
OpenMM::AmoebaPiTorsionForce::addPiTorsion,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForce::AmoebaPiTorsionForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForce::createImpl,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForce::getNumPiTorsions,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForce::getPiTorsionParameters,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForce::PiTorsionInfo::PiTorsionInfo,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForce::PiTorsionInfo::PiTorsionInfo,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForce::setPiTorsionParameters,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForce::setUsesPeriodicBoundaryConditions,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForce::updateParametersInContext,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForce::usesPeriodicBoundaryConditions,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForceImpl::AmoebaPiTorsionForceImpl,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForceImpl::calcForcesAndEnergy,2,2,2,1,1,2,0,0
OpenMM::AmoebaPiTorsionForceImpl::getDefaultParameters,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForceImpl::getKernelNames,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForceImpl::getOwner,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForceImpl::initialize,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForceImpl::updateContextState,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForceImpl::updateParametersInContext,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForceImpl::~AmoebaPiTorsionForceImpl,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForceProxy::AmoebaPiTorsionForceProxy,1,1,1,1,0,1,0,0
OpenMM::AmoebaPiTorsionForceProxy::deserialize,6,6,7,1,1,18,1,0
OpenMM::AmoebaPiTorsionForceProxy::serialize,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceAngleForce::AmoebaReferenceAngleForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceAngleForce::calculateAngleIxn,7,7,8,1,1,36,2,0
OpenMM::AmoebaReferenceAngleForce::calculateForceAndEnergy,3,3,3,1,2,3,0,0
OpenMM::AmoebaReferenceAngleForce::getPrefactorsGivenAngleCosine,3,3,3,1,1,3,0,0
OpenMM::AmoebaReferenceAngleForce::setPeriodic,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceAngleForce::~AmoebaReferenceAngleForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceBondForce::AmoebaReferenceBondForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceBondForce::calculateBondIxn,3,3,3,1,1,2,0,0
OpenMM::AmoebaReferenceBondForce::calculateForceAndEnergy,3,3,3,1,2,3,0,0
OpenMM::AmoebaReferenceBondForce::setPeriodic,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceBondForce::~AmoebaReferenceBondForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceForce::getCrossProduct,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceForce::getCrossProduct,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceForce::getDotProduct3,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceForce::getDotProduct3,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceForce::getDotProduct3,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceForce::getDotProduct3,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceForce::getNorm3,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceForce::getNorm3,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceForce::getNormSquared3,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceForce::getNormSquared3,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceForce::loadDeltaR,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceForce::loadDeltaRPeriodic,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceForce::normalizeVector3,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::AmoebaReferenceGeneralizedKirkwoodForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::calculateGrycukBornRadii,9,9,10,5,3,27,1,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::getAtomicRadii,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::getDielectricOffset,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::getDirectPolarization,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::getGrycukBornRadii,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::getIncludeCavityTerm,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::getNumParticles,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::getProbeRadius,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::getScaleFactors,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::getSoluteDielectric,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::getSolventDielectric,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::getSurfaceAreaFactor,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::setAtomicRadii,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::setCharges,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::setDielectricOffset,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::setDirectPolarization,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::setIncludeCavityTerm,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::setNumParticles,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::setProbeRadius,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::setScaleFactors,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::setSoluteDielectric,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::setSolventDielectric,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::setSurfaceAreaFactor,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodForce::~AmoebaReferenceGeneralizedKirkwoodForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::AmoebaReferenceGeneralizedKirkwoodMultipoleForce,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::calculateCavityTermEnergyAndForces,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::calculateElectrostatic,17,17,17,6,5,1728,3,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::calculateFixedMultipoleFieldPairIxn,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::calculateGrycukChainRulePairIxn,4,4,4,1,1,6,1,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::calculateInducedDipolePairGkIxn,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::calculateInducedDipolePairIxns,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::calculateInducedDipoles,5,5,5,1,1,8,1,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::calculateKirkwoodEDiffPairIxn,6,6,6,1,2,12,1,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::calculateKirkwoodPairIxn,5,5,8,1,1,8,1,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::getDielectricOffset,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::getIncludeCavityTerm,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::getProbeRadius,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::getSurfaceAreaFactor,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::zeroFixedMultipoleFields,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceGeneralizedKirkwoodMultipoleForce::~AmoebaReferenceGeneralizedKirkwoodMultipoleForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceInPlaneAngleForce::AmoebaReferenceInPlaneAngleForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceInPlaneAngleForce::calculateAngleIxn,7,7,8,1,1,36,2,0
OpenMM::AmoebaReferenceInPlaneAngleForce::calculateForceAndEnergy,3,3,3,1,2,3,0,0
OpenMM::AmoebaReferenceInPlaneAngleForce::getPrefactorsGivenAngleCosine,3,3,3,1,1,3,0,0
OpenMM::AmoebaReferenceInPlaneAngleForce::setPeriodic,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceInPlaneAngleForce::~AmoebaReferenceInPlaneAngleForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceKernelFactory::createKernelImpl,12,12,12,12,1,12,1,0
OpenMM::AmoebaReferenceMultipoleForce::AmoebaReferenceMultipoleForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::AmoebaReferenceMultipoleForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::applyRotationMatrix,5,5,5,1,2,3,0,0
OpenMM::AmoebaReferenceMultipoleForce::applyRotationMatrixToParticle,18,18,18,1,4,3240,4,0
OpenMM::AmoebaReferenceMultipoleForce::buildPartialSphericalQuadrupoleRotationMatrix,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::buildSphericalQuadrupoleRotationMatrix,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::calculateAmoebaSystemMultipoleMoments,7,7,7,1,1,64,2,0
OpenMM::AmoebaReferenceMultipoleForce::calculateElectrostatic,12,12,12,6,5,96,2,0
OpenMM::AmoebaReferenceMultipoleForce::calculateElectrostaticPairIxn,15,15,15,1,2,648,3,0
OpenMM::AmoebaReferenceMultipoleForce::calculateElectrostaticPotential,5,5,5,1,2,12,1,0
OpenMM::AmoebaReferenceMultipoleForce::calculateElectrostaticPotentialForParticleGridPoint,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::calculateFixedMultipoleField,4,4,4,1,3,4,1,0
OpenMM::AmoebaReferenceMultipoleForce::calculateFixedMultipoleFieldPairIxn,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceMultipoleForce::calculateForceAndEnergy,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::calculateInducedDipoleFields,4,4,4,1,2,6,1,0
OpenMM::AmoebaReferenceMultipoleForce::calculateInducedDipolePairIxn,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::calculateInducedDipolePairIxns,5,5,5,1,2,7,1,0
OpenMM::AmoebaReferenceMultipoleForce::calculateInducedDipoles,5,5,5,1,1,8,1,0
OpenMM::AmoebaReferenceMultipoleForce::calculateInducedDipoles,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::calculateLabFramePermanentDipoles,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceMultipoleForce::calculateTotalDipoles,3,3,3,1,2,3,0,0
OpenMM::AmoebaReferenceMultipoleForce::checkChiral,3,3,3,1,2,3,0,0
OpenMM::AmoebaReferenceMultipoleForce::checkChiralCenterAtParticle,3,3,4,1,1,3,0,0
OpenMM::AmoebaReferenceMultipoleForce::computeDIISCoefficients,8,8,8,1,3,25,1,0
OpenMM::AmoebaReferenceMultipoleForce::convergeInduceDipolesByDIIS,13,13,14,3,4,183,2,0
OpenMM::AmoebaReferenceMultipoleForce::convergeInduceDipolesByExtrapolation,12,12,12,1,4,180,2,0
OpenMM::AmoebaReferenceMultipoleForce::convergeInduceDipolesBySOR,4,4,5,1,2,4,1,0
OpenMM::AmoebaReferenceMultipoleForce::copyRealVecVector,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceMultipoleForce::formQIRotationMatrix,2,2,3,1,1,2,0,0
OpenMM::AmoebaReferenceMultipoleForce::getAndScaleInverseRs,6,6,6,1,3,8,1,0
OpenMM::AmoebaReferenceMultipoleForce::getDScaleAndPScale,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::getMaximumMutualInducedDipoleIterations,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::getMultipoleScaleFactor,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceMultipoleForce::getMultipoleScaleFactors,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::getMutualInducedDipoleConverged,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::getMutualInducedDipoleEpsilon,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::getMutualInducedDipoleIterations,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::getMutualInducedDipoleTargetEpsilon,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::getNonbondedMethod,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::getPeriodicDelta,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::getPolarizationType,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::initialize,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::initializeInducedDipoles,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceMultipoleForce::initializeRealOpenMMVector,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::initializeRealVecVector,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::loadParticleData,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceMultipoleForce::mapTorqueToForce,4,4,4,1,2,3,0,0
OpenMM::AmoebaReferenceMultipoleForce::mapTorqueToForceForParticle,12,12,15,1,3,23,1,0
OpenMM::AmoebaReferenceMultipoleForce::normalizeRealVec,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceMultipoleForce::setExtrapolationCoefficients,3,3,3,1,2,3,0,0
OpenMM::AmoebaReferenceMultipoleForce::setMaximumMutualInducedDipoleIterations,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::setMutualInducedDipoleConverged,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::setMutualInducedDipoleEpsilon,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::setMutualInducedDipoleIterations,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::setMutualInducedDipoleTargetEpsilon,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::setNonbondedMethod,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::setPolarizationType,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::setup,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceMultipoleForce::setupScaleMaps,14,14,15,8,6,41,2,0
OpenMM::AmoebaReferenceMultipoleForce::updateInducedDipole,2,2,2,1,1,2,0,0
OpenMM::AmoebaReferenceMultipoleForce::updateInducedDipoleFields,3,3,3,1,1,2,0,0
OpenMM::AmoebaReferenceMultipoleForce::UpdateInducedDipoleFieldStruct::UpdateInducedDipoleFieldStruct,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::zeroFixedMultipoleFields,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceMultipoleForce::~AmoebaReferenceMultipoleForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceOutOfPlaneBendForce::AmoebaReferenceOutOfPlaneBendForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceOutOfPlaneBendForce::calculateForceAndEnergy,3,3,3,1,2,3,0,0
OpenMM::AmoebaReferenceOutOfPlaneBendForce::calculateOutOfPlaneBendIxn,16,16,17,1,3,3748,4,0
OpenMM::AmoebaReferenceOutOfPlaneBendForce::setPeriodic,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferenceOutOfPlaneBendForce::~AmoebaReferenceOutOfPlaneBendForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferencePiTorsionForce::AmoebaReferencePiTorsionForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferencePiTorsionForce::calculateForceAndEnergy,3,3,3,1,2,3,0,0
OpenMM::AmoebaReferencePiTorsionForce::calculatePiTorsionIxn,9,9,9,1,1,144,2,0
OpenMM::AmoebaReferencePiTorsionForce::setPeriodic,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferencePiTorsionForce::~AmoebaReferencePiTorsionForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferencePmeMultipoleForce::AmoebaReferencePmeMultipoleForce,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferencePmeMultipoleForce::calculateDirectInducedDipolePairIxn,1,1,1,1,0,1,0,0
OpenMM::AmoebaReferencePmeMultipoleForce::calculateDirectInducedDipolePairIxns,7,7,7,1,2,10,1,0
