function,cyclomatic,modified,strict,essential,nesting,path_count,path_c_log,bug
asmjit::VMemMgr::VMemMgr,1,1,1,1,0,1,0,0
asmjit::VMemMgr::~VMemMgr,2,2,2,1,1,2,0,0
asmjit::vMemMgrAllocFreeable,15,15,19,10,5,521,3,0
asmjit::vMemMgrAllocPermanent,6,6,7,4,2,14,1,0
asmjit::vMemMgrAllocVMem,1,1,1,1,0,1,0,0
asmjit::vMemMgrCheckTree,1,1,1,1,0,1,0,0
asmjit::vMemMgrCreateNode,5,5,6,3,2,6,1,0
asmjit::vMemMgrFindNodeByPtr,4,4,4,4,2,5,1,0
asmjit::vMemMgrInsertNode,10,10,12,4,3,52,2,0
asmjit::vMemMgrReleaseVMem,1,1,1,1,0,1,0,0
asmjit::vMemMgrRemoveNode,16,16,18,1,6,544,3,0
asmjit::vMemMgrReset,3,3,3,1,2,3,0,0
asmjit::VMemUtil::alloc,5,5,5,1,1,12,1,0
asmjit::VMemUtil::getPageGranularity,1,1,1,1,0,1,0,0
asmjit::VMemUtil::getPageSize,1,1,1,1,0,1,0,0
asmjit::VMemUtil::release,2,2,2,1,1,2,0,0
asmjit::x64IsRelative,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::byte_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::dword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::fp,1,1,1,1,0,1,0,0
asmjit::x86::gpb_hi,1,1,1,1,0,1,0,0
asmjit::x86::gpb_lo,1,1,1,1,0,1,0,0
asmjit::x86::gpd,1,1,1,1,0,1,0,0
asmjit::x86::gpq,1,1,1,1,0,1,0,0
asmjit::x86::gpw,1,1,1,1,0,1,0,0
asmjit::x86::k,1,1,1,1,0,1,0,0
asmjit::x86::mm,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::oword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::ptr,1,1,1,1,0,1,0,0
asmjit::x86::ptr,1,1,1,1,0,1,0,0
asmjit::x86::ptr,1,1,1,1,0,1,0,0
asmjit::x86::ptr,1,1,1,1,0,1,0,0
asmjit::x86::ptr,1,1,1,1,0,1,0,0
asmjit::x86::ptr,1,1,1,1,0,1,0,0
asmjit::x86::ptr,1,1,1,1,0,1,0,0
asmjit::x86::ptr,1,1,1,1,0,1,0,0
asmjit::x86::ptr,1,1,1,1,0,1,0,0
asmjit::x86::ptr,1,1,1,1,0,1,0,0
asmjit::x86::ptr,1,1,1,1,0,1,0,0
asmjit::x86::ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::ptr_abs,4,4,4,1,1,4,1,0
asmjit::x86::ptr_abs,4,4,4,1,1,4,1,0
asmjit::x86::qword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::qword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::tword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::word_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::xmm,1,1,1,1,0,1,0,0
asmjit::x86::ymm,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::yword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::zmm,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86::zword_ptr_abs,1,1,1,1,0,1,0,0
asmjit::x86ArgIsFp,1,1,1,1,0,1,0,0
asmjit::x86ArgIsInt,1,1,1,1,0,1,0,0
asmjit::x86ArgTypeToXmmType,3,3,3,3,1,3,0,0
asmjit::X86Assembler::_1ToN,1,1,1,1,0,1,0,0
asmjit::X86Assembler::_emit,1,1,1,1,0,1,0,0
asmjit::X86Assembler::_relocCode,14,10,14,1,3,254,2,0
asmjit::X86Assembler::adc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::adc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::adc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::adc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::adc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::adc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::adc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::adc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::adc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::adc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::adc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::adc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::adc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::add,1,1,1,1,0,1,0,0
asmjit::X86Assembler::add,1,1,1,1,0,1,0,0
asmjit::X86Assembler::add,1,1,1,1,0,1,0,0
asmjit::X86Assembler::add,1,1,1,1,0,1,0,0
asmjit::X86Assembler::add,1,1,1,1,0,1,0,0
asmjit::X86Assembler::add,1,1,1,1,0,1,0,0
asmjit::X86Assembler::add,1,1,1,1,0,1,0,0
asmjit::X86Assembler::add,1,1,1,1,0,1,0,0
asmjit::X86Assembler::add,1,1,1,1,0,1,0,0
asmjit::X86Assembler::add,1,1,1,1,0,1,0,0
asmjit::X86Assembler::add,1,1,1,1,0,1,0,0
asmjit::X86Assembler::add,1,1,1,1,0,1,0,0
asmjit::X86Assembler::add,1,1,1,1,0,1,0,0
asmjit::X86Assembler::addpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::addpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::addps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::addps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::addsd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::addsd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::addss,1,1,1,1,0,1,0,0
asmjit::X86Assembler::addss,1,1,1,1,0,1,0,0
asmjit::X86Assembler::addsubpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::addsubpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::addsubps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::addsubps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aesdec,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aesdec,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aesdeclast,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aesdeclast,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aesenc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aesenc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aesenclast,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aesenclast,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aesimc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aesimc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aeskeygenassist,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aeskeygenassist,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aeskeygenassist,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aeskeygenassist,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aeskeygenassist,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aeskeygenassist,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aeskeygenassist,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aeskeygenassist,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aeskeygenassist,1,1,1,1,0,1,0,0
asmjit::X86Assembler::aeskeygenassist,1,1,1,1,0,1,0,0
asmjit::X86Assembler::align,37,21,42,6,6,190,2,0
asmjit::X86Assembler::and_,1,1,1,1,0,1,0,0
asmjit::X86Assembler::and_,1,1,1,1,0,1,0,0
asmjit::X86Assembler::and_,1,1,1,1,0,1,0,0
asmjit::X86Assembler::and_,1,1,1,1,0,1,0,0
asmjit::X86Assembler::and_,1,1,1,1,0,1,0,0
asmjit::X86Assembler::and_,1,1,1,1,0,1,0,0
asmjit::X86Assembler::and_,1,1,1,1,0,1,0,0
asmjit::X86Assembler::and_,1,1,1,1,0,1,0,0
asmjit::X86Assembler::and_,1,1,1,1,0,1,0,0
asmjit::X86Assembler::and_,1,1,1,1,0,1,0,0
asmjit::X86Assembler::and_,1,1,1,1,0,1,0,0
asmjit::X86Assembler::and_,1,1,1,1,0,1,0,0
asmjit::X86Assembler::and_,1,1,1,1,0,1,0,0
asmjit::X86Assembler::andn,1,1,1,1,0,1,0,0
asmjit::X86Assembler::andn,1,1,1,1,0,1,0,0
asmjit::X86Assembler::andnpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::andnpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::andnps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::andnps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::andpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::andpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::andps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::andps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bextr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bextr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendvpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendvpd,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendvps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blendvps,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blsi,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blsi,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blsmsk,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blsmsk,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blsr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::blsr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bsf,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bsf,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bsr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bsr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bswap,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bt,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bt,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bt,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bt,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bt,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bt,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bt,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bt,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bt,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bt,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bt,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bt,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::btr,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bts,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bts,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bts,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bts,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bts,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bts,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bts,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bts,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bts,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bts,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bts,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bts,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bzhi,1,1,1,1,0,1,0,0
asmjit::X86Assembler::bzhi,1,1,1,1,0,1,0,0
asmjit::X86Assembler::call,1,1,1,1,0,1,0,0
asmjit::X86Assembler::call,1,1,1,1,0,1,0,0
asmjit::X86Assembler::call,1,1,1,1,0,1,0,0
asmjit::X86Assembler::call,1,1,1,1,0,1,0,0
asmjit::X86Assembler::call,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cbw,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cdq,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cdqe,1,1,1,1,0,1,0,0
asmjit::X86Assembler::clc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cld,1,1,1,1,0,1,0,0
asmjit::X86Assembler::clflush,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmov,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmov,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmova,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmova,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovae,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovae,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovb,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovb,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovbe,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovbe,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmove,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmove,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovg,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovg,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovge,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovge,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovl,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovl,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovle,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovle,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovna,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovna,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnae,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnae,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnb,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnb,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnbe,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnbe,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnc,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovne,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovne,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovng,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovng,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnge,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnge,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnl,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnl,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnle,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnle,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovno,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovno,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnp,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnp,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovns,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovns,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnz,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovnz,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovo,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovo,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovp,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovp,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovpe,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovpe,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovpo,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovpo,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovs,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovs,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovz,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmovz,1,1,1,1,0,1,0,0
asmjit::X86Assembler::cmp,1,1,1,1,0,1,0,0
