index,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
14,nuclinfo.py,2.0,2.0,2.0,1.0,31.0,4.0,14.0,12.0,0.0,15.0,15.0,611.0,133.0,219.0,18.0,201.0,259.0,0.0,0.0,178.0,18.0,160.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,2.0,1.18,43.0,43.0,43.0,15.0,0
15,psa.py,2.0,2.0,2.0,1.0,36.0,4.0,14.0,18.0,4.0,44.0,43.0,1925.0,335.0,638.0,81.0,557.0,968.0,1.0,0.0,519.0,63.0,456.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,7.0,3.0,1.52,120.0,120.0,120.0,72.0,0
16,rms.py,4.0,4.0,4.0,2.0,44.0,6.0,22.0,20.0,2.0,9.0,8.0,576.0,107.0,195.0,22.0,173.0,277.0,1.0,0.0,151.0,20.0,131.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,6.0,3.0,1.42,37.0,37.0,37.0,20.0,0
17,waterdynamics.py,2.0,2.0,2.0,1.0,16.0,0.0,11.0,3.0,5.0,37.0,37.0,1075.0,167.0,439.0,46.0,393.0,469.0,0.0,0.0,422.0,46.0,376.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,5.0,1.07,94.0,94.0,94.0,61.0,0
18,x3dna.py,4.0,4.0,4.0,1.0,36.0,3.0,26.0,8.0,3.0,15.0,14.0,735.0,126.0,391.0,35.0,356.0,225.0,1.0,0.0,317.0,35.0,282.0,1.0,1.0,1.0,1.0,17.0,17.0,17.0,13.0,6.0,0.58,60.0,60.0,60.0,29.0,0
19,CRD.py,3.0,3.0,3.0,2.0,19.0,1.0,12.0,7.0,2.0,7.0,7.0,213.0,34.0,108.0,13.0,95.0,84.0,0.0,0.0,90.0,12.0,78.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,6.0,4.0,0.78,23.0,23.0,23.0,14.0,0
20,DCD.py,1.0,1.0,1.0,1.0,22.0,2.0,8.0,13.0,3.0,18.0,17.0,610.0,96.0,174.0,38.0,136.0,348.0,1.0,0.0,155.0,33.0,122.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,2.0,2.0,34.0,34.0,34.0,27.0,2
21,DLPoly.py,3.0,3.0,3.0,1.0,15.0,1.0,13.0,1.0,3.0,13.0,12.0,267.0,47.0,182.0,23.0,159.0,44.0,1.0,0.0,170.0,19.0,151.0,1.0,1.0,1.0,1.0,16.0,16.0,16.0,1.0,4.0,0.24,45.0,45.0,45.0,13.0,0
22,DMS.py,1.0,1.0,1.0,1.0,9.0,0.0,8.0,0.0,2.0,8.0,8.0,125.0,22.0,71.0,16.0,55.0,35.0,0.0,0.0,64.0,14.0,50.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,2.0,0.49,13.0,13.0,13.0,8.0,0
23,GMS.py,3.0,3.0,3.0,2.0,14.0,1.0,11.0,2.0,1.0,12.0,12.0,258.0,44.0,154.0,21.0,133.0,65.0,0.0,0.0,146.0,18.0,128.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,10.0,3.0,0.42,45.0,45.0,45.0,33.0,0
24,GRO.py,2.0,2.0,2.0,1.0,22.0,2.0,12.0,9.0,3.0,8.0,8.0,272.0,47.0,129.0,19.0,110.0,114.0,0.0,0.0,93.0,17.0,76.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,1.0,4.0,0.88,23.0,23.0,23.0,8.0,0
25,INPCRD.py,6.0,6.0,6.0,1.0,27.0,2.0,22.0,3.0,1.0,1.0,1.0,60.0,9.0,27.0,4.0,23.0,24.0,0.0,0.0,26.0,4.0,22.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,3.0,0.89,6.0,6.0,6.0,1.0,0
26,LAMMPS.py,3.0,3.0,3.0,2.0,8.0,0.0,8.0,1.0,3.0,4.0,4.0,143.0,26.0,45.0,11.0,34.0,76.0,0.0,0.0,44.0,11.0,33.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,1.69,12.0,12.0,12.0,10.0,2
27,MOL2.py,2.0,2.0,2.0,1.0,20.0,3.0,13.0,4.0,2.0,10.0,10.0,331.0,65.0,146.0,17.0,129.0,128.0,0.0,0.0,127.0,16.0,111.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,6.0,3.0,0.88,28.0,28.0,28.0,15.0,0
28,PDB.py,3.0,3.0,3.0,2.0,23.0,3.0,12.0,9.0,6.0,35.0,34.0,1316.0,267.0,469.0,60.0,409.0,612.0,2.0,0.0,407.0,56.0,351.0,2.0,2.0,2.0,1.0,17.0,17.0,17.0,14.0,4.0,1.3,118.0,118.0,118.0,74.0,0
29,PDBQT.py,2.0,2.0,2.0,1.0,14.0,1.0,9.0,5.0,2.0,13.0,13.0,373.0,51.0,139.0,23.0,116.0,202.0,0.0,0.0,118.0,21.0,97.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,3.0,3.0,1.45,28.0,28.0,28.0,17.0,0
30,PQR.py,2.0,2.0,2.0,1.0,15.0,1.0,8.0,7.0,2.0,8.0,8.0,272.0,51.0,83.0,14.0,69.0,150.0,0.0,0.0,73.0,14.0,59.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,4.0,1.81,18.0,18.0,18.0,8.0,0
31,TRJ.py,3.0,3.0,3.0,1.0,22.0,2.0,14.0,7.0,4.0,23.0,22.0,806.0,159.0,358.0,41.0,317.0,313.0,2.0,0.0,318.0,38.0,280.0,2.0,2.0,2.0,1.0,11.0,11.0,11.0,8.0,2.0,0.87,80.0,80.0,80.0,42.0,0
33,TRZ.py,2.0,2.0,2.0,1.0,19.0,1.0,14.0,3.0,3.0,22.0,22.0,587.0,98.0,354.0,42.0,309.0,145.0,0.0,0.0,253.0,36.0,217.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,3.0,3.0,0.41,52.0,52.0,52.0,28.0,0
35,XYZ.py,2.0,2.0,2.0,1.0,14.0,1.0,7.0,4.0,2.0,16.0,16.0,381.0,72.0,147.0,30.0,115.0,165.0,0.0,0.0,136.0,28.0,108.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,3.0,3.0,1.12,37.0,37.0,37.0,20.0,0
40,extensions.py,2.0,2.0,2.0,1.0,16.0,2.0,9.0,8.0,2.0,6.0,5.0,185.0,40.0,55.0,11.0,44.0,92.0,1.0,0.0,49.0,10.0,39.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,1.0,2.0,1.67,13.0,13.0,13.0,6.0,0
41,TRR.py,1.0,1.0,1.0,1.0,7.0,0.0,6.0,1.0,3.0,17.0,17.0,302.0,55.0,137.0,38.0,99.0,115.0,0.0,0.0,100.0,26.0,74.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,3.0,2.0,0.84,33.0,33.0,33.0,19.0,0
42,XTC.py,2.0,2.0,2.0,1.0,9.0,1.0,7.0,0.0,2.0,4.0,4.0,114.0,26.0,43.0,12.0,31.0,48.0,0.0,0.0,39.0,12.0,27.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,3.0,1.0,1.12,10.0,10.0,10.0,6.0,0
46,libxdrfile2.py,1.0,1.0,1.0,1.0,6.0,0.0,4.0,0.0,1.0,18.0,17.0,513.0,133.0,104.0,23.0,81.0,277.0,8.0,1.0,101.0,23.0,78.0,4.0,4.0,4.0,1.0,6.0,6.0,6.0,6.0,2.0,2.66,31.0,31.0,31.0,27.0,0
47,statno.py,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,9.0,4.0,1.0,3.0,29.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.25,1.0,1.0,1.0,1.0,0
48,AtomGroup.py,2.0,2.0,2.0,1.0,16.0,2.0,6.0,7.0,8.0,214.0,213.0,4721.0,982.0,1560.0,368.0,1173.0,2219.0,1.0,0.0,1232.0,260.0,972.0,1.0,1.0,1.0,1.0,18.0,18.0,18.0,8.0,3.0,1.42,430.0,430.0,430.0,282.0,0
49,Selection.py,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,40.0,108.0,107.0,1129.0,187.0,801.0,156.0,645.0,165.0,1.0,0.0,698.0,155.0,543.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,26.0,3.0,0.21,198.0,198.0,198.0,141.0,0
50,Timeseries.py,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,10.0,35.0,35.0,399.0,101.0,162.0,47.0,115.0,136.0,0.0,0.0,148.0,46.0,102.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,2.0,0.84,61.0,61.0,61.0,44.0,0
54,parallel.py,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,7.0,2.0,5.0,2.0,1.0,0.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.29,1.0,1.0,1.0,1.0,0
55,qcprot.py,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,7.0,2.0,5.0,2.0,1.0,0.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.29,1.0,1.0,1.0,1.0,0
56,topologyobjects.py,2.0,2.0,2.0,1.0,11.0,1.0,6.0,4.0,7.0,58.0,58.0,988.0,202.0,396.0,87.0,304.0,404.0,0.0,0.0,303.0,75.0,228.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,8.0,4.0,1.02,125.0,125.0,125.0,91.0,0
61,NeighborSearch.py,3.0,3.0,3.0,2.0,20.0,0.0,9.0,10.0,1.0,3.0,3.0,101.0,12.0,31.0,7.0,24.0,58.0,0.0,0.0,26.0,7.0,19.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,2.0,1.87,9.0,9.0,9.0,7.0,0
63,distances.py,4.0,4.0,4.0,1.0,44.0,7.0,18.0,21.0,0.0,13.0,12.0,657.0,125.0,246.0,33.0,213.0,287.0,1.0,0.0,196.0,16.0,180.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,3.0,2.0,1.17,63.0,63.0,63.0,19.0,0
65,mdamath.py,3.0,3.0,3.0,2.0,31.0,6.0,10.0,15.0,0.0,11.0,11.0,403.0,95.0,114.0,13.0,100.0,201.0,0.0,0.0,109.0,13.0,96.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,15.0,4.0,1.76,37.0,37.0,37.0,29.0,0
67,transformations.py,2.0,2.0,2.0,1.0,27.0,2.0,14.0,11.0,1.0,54.0,53.0,1837.0,286.0,776.0,64.0,712.0,778.0,1.0,0.0,675.0,62.0,613.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,5.0,4.0,1.0,152.0,152.0,152.0,86.0,0
71,fix_agcountmethods.py,1.0,1.0,1.0,1.0,13.0,0.0,13.0,0.0,1.0,1.0,1.0,33.0,6.0,23.0,5.0,18.0,4.0,0.0,0.0,18.0,5.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.17,1.0,1.0,1.0,1.0,0
72,fix_agmethods.py,1.0,1.0,1.0,1.0,11.0,0.0,11.0,0.0,1.0,1.0,1.0,34.0,6.0,24.0,5.0,19.0,4.0,0.0,0.0,16.0,5.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.17,1.0,1.0,1.0,1.0,0
73,fix_agmethods2.py,2.0,2.0,2.0,1.0,13.0,0.0,13.0,0.0,1.0,1.0,1.0,34.0,6.0,24.0,5.0,19.0,4.0,0.0,0.0,18.0,5.0,13.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.17,2.0,2.0,2.0,1.0,0
74,fix_agsetterpluralization.py,3.0,3.0,3.0,1.0,17.0,0.0,17.0,3.0,1.0,1.0,1.0,39.0,6.0,29.0,5.0,24.0,7.0,0.0,0.0,20.0,5.0,15.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.24,3.0,3.0,3.0,1.0,0
75,fix_calctorsions.py,3.0,3.0,3.0,1.0,13.0,0.0,13.0,0.0,1.0,1.0,1.0,32.0,6.0,22.0,5.0,17.0,4.0,0.0,0.0,17.0,5.0,12.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.18,3.0,3.0,3.0,1.0,0
76,fix_camelcase.py,2.0,2.0,2.0,1.0,13.0,1.0,11.0,1.0,1.0,1.0,1.0,34.0,7.0,22.0,6.0,16.0,5.0,0.0,0.0,16.0,6.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.23,2.0,2.0,2.0,1.0,0
77,fix_framenumberingzerobased.py,2.0,2.0,2.0,1.0,15.0,0.0,12.0,5.0,1.0,1.0,1.0,33.0,5.0,21.0,5.0,16.0,9.0,0.0,0.0,16.0,5.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.43,2.0,2.0,2.0,1.0,0
78,fix_framenumberingzerobased2.py,4.0,4.0,4.0,1.0,20.0,0.0,14.0,7.0,1.0,1.0,1.0,38.0,5.0,23.0,5.0,18.0,11.0,0.0,0.0,19.0,5.0,14.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,2.0,0.48,4.0,4.0,4.0,1.0,0
79,fix_mdaimports.py,5.0,5.0,5.0,1.0,17.0,1.0,16.0,1.0,1.0,1.0,1.0,35.0,6.0,25.0,4.0,21.0,5.0,0.0,0.0,17.0,4.0,13.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,2.0,0.2,5.0,5.0,5.0,1.0,0
80,fix_numframes.py,2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,1.0,1.0,1.0,25.0,5.0,16.0,5.0,11.0,4.0,0.0,0.0,14.0,5.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.25,2.0,2.0,2.0,1.0,0
81,fix_selectatoms.py,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,2.0,22.0,7.0,11.0,5.0,6.0,4.0,0.0,0.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.36,3.0,3.0,3.0,2.0,0
82,fix_torsionclasses.py,8.0,8.0,8.0,4.0,36.0,3.0,25.0,9.0,1.0,1.0,1.0,53.0,9.0,32.0,8.0,24.0,13.0,0.0,0.0,28.0,8.0,20.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,4.0,2.0,0.41,8.0,8.0,8.0,4.0,0
83,fix_torsions.py,1.0,1.0,1.0,1.0,11.0,0.0,11.0,0.0,1.0,1.0,1.0,30.0,6.0,20.0,5.0,15.0,4.0,0.0,0.0,16.0,5.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2,1.0,1.0,1.0,1.0,0
84,ten2eleven.py,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,0.0,2.0,1.0,13.0,3.0,6.0,3.0,3.0,4.0,2.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.67,3.0,3.0,3.0,2.0,0
85,test_dummy_old_MDA_code.py,1.0,1.0,1.0,1.0,64.0,0.0,0.0,0.0,1.0,1.0,0.0,219.0,48.0,84.0,18.0,66.0,87.0,1.0,0.0,84.0,18.0,66.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.04,1.0,1.0,1.0,1.0,0
86,test_dummy_torsion.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,21.0,6.0,11.0,5.0,7.0,4.0,0.0,0.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0
89,charmm.py,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,4.0,4.0,58.0,13.0,17.0,7.0,10.0,29.0,0.0,0.0,17.0,7.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.71,4.0,4.0,4.0,4.0,0
90,gromacs.py,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,51.0,13.0,10.0,5.0,5.0,28.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.8,2.0,2.0,2.0,2.0,0
91,jmol.py,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,4.0,4.0,56.0,12.0,15.0,7.0,8.0,30.0,0.0,0.0,15.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,4.0,4.0,4.0,0
92,pymol.py,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,3.0,56.0,12.0,15.0,6.0,9.0,31.0,0.0,0.0,15.0,6.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.07,3.0,3.0,3.0,3.0,0
93,vmd.py,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,3.0,53.0,11.0,14.0,6.0,8.0,29.0,0.0,0.0,14.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.07,3.0,3.0,3.0,3.0,0
96,CRDParser.py,6.0,6.0,6.0,6.0,44.0,7.0,29.0,8.0,1.0,1.0,1.0,86.0,17.0,35.0,7.0,28.0,34.0,0.0,0.0,31.0,7.0,24.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,3.0,0.97,6.0,6.0,6.0,6.0,0
97,DLPolyParser.py,8.0,8.0,8.0,1.0,56.0,9.0,47.0,0.0,2.0,2.0,2.0,160.0,29.0,105.0,12.0,93.0,26.0,0.0,0.0,98.0,11.0,87.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,3.0,0.25,16.0,16.0,16.0,2.0,0
98,DMSParser.py,4.0,4.0,4.0,3.0,37.0,4.0,23.0,10.0,1.0,2.0,2.0,121.0,21.0,49.0,9.0,40.0,51.0,0.0,0.0,42.0,9.0,33.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,3.0,1.04,8.0,8.0,8.0,6.0,0
99,ExtendedPDBParser.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.0,17.0,4.0,3.0,1.0,47.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,0.0,0.0,0.0,0.0,0
100,GMSParser.py,6.0,6.0,6.0,6.0,38.0,3.0,33.0,3.0,1.0,1.0,1.0,92.0,16.0,40.0,8.0,32.0,37.0,0.0,0.0,36.0,8.0,28.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,3.0,0.93,6.0,6.0,6.0,6.0,0
101,GROParser.py,4.0,4.0,4.0,4.0,55.0,4.0,23.0,28.0,1.0,1.0,1.0,98.0,14.0,29.0,7.0,22.0,55.0,0.0,0.0,27.0,7.0,20.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,1.9,4.0,4.0,4.0,4.0,0
102,HoomdXMLParser.py,20.0,20.0,20.0,6.0,121.0,20.0,87.0,14.0,1.0,1.0,1.0,168.0,29.0,94.0,8.0,86.0,45.0,0.0,0.0,94.0,8.0,86.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,6.0,2.0,0.48,20.0,20.0,20.0,6.0,0
103,LAMMPSParser.py,3.0,3.0,3.0,2.0,21.0,2.0,16.0,4.0,3.0,21.0,20.0,591.0,95.0,362.0,33.0,329.0,148.0,1.0,0.0,300.0,32.0,268.0,1.0,1.0,1.0,1.0,18.0,18.0,18.0,12.0,6.0,0.41,79.0,79.0,79.0,49.0,0
104,MOL2Parser.py,13.0,13.0,13.0,10.0,78.0,13.0,54.0,12.0,1.0,1.0,1.0,130.0,26.0,61.0,8.0,53.0,44.0,0.0,0.0,54.0,8.0,46.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,10.0,4.0,0.72,13.0,13.0,13.0,10.0,0
105,PDBParser.py,1.0,1.0,1.0,1.0,14.0,3.0,10.0,5.0,1.0,3.0,2.0,97.0,21.0,32.0,9.0,23.0,44.0,2.0,0.0,30.0,9.0,21.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.38,5.0,5.0,5.0,3.0,0
106,PDBQTParser.py,1.0,1.0,1.0,1.0,17.0,2.0,10.0,6.0,1.0,2.0,2.0,90.0,19.0,26.0,8.0,18.0,48.0,0.0,0.0,25.0,8.0,17.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.85,3.0,3.0,3.0,2.0,0
107,PQRParser.py,1.0,1.0,1.0,1.0,18.0,3.0,10.0,4.0,1.0,2.0,2.0,93.0,19.0,26.0,8.0,18.0,48.0,0.0,0.0,25.0,8.0,17.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.85,3.0,3.0,3.0,2.0,0
108,PSFParser.py,3.0,3.0,3.0,1.0,37.0,6.0,24.0,17.0,1.0,5.0,4.0,241.0,41.0,104.0,11.0,93.0,100.0,1.0,0.0,78.0,11.0,67.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,5.0,3.0,0.96,19.0,19.0,19.0,9.0,0
109,PrimitivePDBParser.py,4.0,4.0,4.0,2.0,37.0,6.0,24.0,8.0,1.0,3.0,3.0,180.0,37.0,82.0,10.0,72.0,67.0,0.0,0.0,74.0,10.0,64.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,4.0,5.0,0.82,14.0,14.0,14.0,6.0,0
110,TOPParser.py,4.0,4.0,4.0,2.0,27.0,1.0,19.0,7.0,1.0,7.0,7.0,273.0,34.0,147.0,15.0,132.0,96.0,0.0,0.0,118.0,15.0,103.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,6.0,3.0,0.65,32.0,32.0,32.0,19.0,0
111,TPRParser.py,3.0,3.0,3.0,1.0,23.0,4.0,26.0,5.0,1.0,3.0,2.0,242.0,50.0,62.0,9.0,53.0,135.0,1.0,0.0,55.0,9.0,46.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,3.0,2.0,2.18,9.0,9.0,9.0,5.0,0
112,XYZParser.py,2.0,2.0,2.0,1.0,30.0,8.0,18.0,4.0,1.0,1.0,1.0,77.0,19.0,24.0,7.0,17.0,34.0,0.0,0.0,23.0,7.0,16.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.42,2.0,2.0,2.0,1.0,0
116,tables.py,2.0,2.0,2.0,2.0,94.0,5.0,10.0,13.0,0.0,2.0,1.0,298.0,39.0,171.0,1.0,170.0,89.0,1.0,0.0,15.0,1.0,14.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,0.52,4.0,4.0,4.0,4.0,0
118,obj.py,1.0,1.0,1.0,1.0,6.0,0.0,4.0,0.0,3.0,13.0,12.0,129.0,22.0,77.0,17.0,60.0,32.0,1.0,0.0,62.0,16.0,46.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.42,18.0,18.0,18.0,13.0,0
