,hash,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_buggy_fixes,fastread_buggy_fixes,human_buggy_fixes
2349,77fa82e62d128687eb2d0bf254a37909cd77dea0,1,1,1,0.0,1,2,161.0,48,0.015381944444444445,88,3545.0,66.01128668171557,2789,0,0,0
2350,5428d7ec1aba709846caf0523d7cf539b48c7d2f,1,1,1,0.0,28,30,82.0,47,12.074224537037036,8,181.0,1.082821053802052,157,1,1,1
2351,6840e49fde6059462e87dd707d564993949ce0c3,1,1,1,0.0,51,43,87.0,47,12.077997685185185,6,182.0,1.0827951806305274,158,0,0,0
2352,4fd0215b3bb2afea13a466245a11f4760c5c3578,1,1,1,0.0,19,21,59.0,47,12.07875,7,183.0,1.082790023802132,159,0,0,0
2353,0acb79661255cb39228b8734eb614eb8a3c3f990,1,1,1,0.0,130,136,1039.0,47,-1.0030902777777777,33,140.0,0.003080757381702326,130,0,0,0
2354,150865cd64c0c390301781ecb20ea1d64da9789d,1,1,1,0.0,52,44,94.0,47,44.10293981481482,3,184.0,1.0226742254416357,160,0,0,0
2355,b345f66315e6db05d4c2213cfcb7eef51ce60c6e,2,3,3,0.8365243283922288,59,89,675.3333333333334,48,10.756373456790124,612,10117.0,1.228334044661274,451,0,0,0
2356,81d1352a1eeb2fe4026f73f28789f2b8109e7b50,1,1,1,0.0,113,94,481.0,48,0.030127314814814815,95,10119.0,34.19247022666154,5622,1,1,1
2357,d5b6bf47a74002c6db93b266c3aefdc307ec8d9f,1,2,2,0.11327430349709672,32,34,1725.5,48,8.109403935185185,544,10120.5,14.201560113695415,5624,0,0,0
2358,c5125953931a4f0f56c81f21685be9ab4ed13d05,1,1,1,0.0,3,2,104.0,48,1.883726851851852,6,3546.0,1.5308625287243323,2790,0,0,0
2359,59e2c225e5f7ad5d9ee06808e6ce49847a225f65,1,1,1,0.0,4,4,159.0,48,1.0389583333333334,6,3547.0,1.962502506516944,2791,0,0,0
2360,0acc0f93d47baea8c50d41765ba45366e5a4261b,1,1,1,0.0,6,4,159.0,48,0.0020717592592592593,7,3548.0,483.68156424581,2792,0,0,0
2361,ebf171bd54e92ddd98a2136056fede7634e62821,2,3,4,1.7612493148876371,91,17,742.5,48,12.513466435185187,242,10123.5,4.689539101998582,452,1,1,1
2362,9085e7b414ed1423d784add408bc57dbc22eb113,3,3,4,1.7841591278514217,8,4,502.5,47,14.226987847222222,190,2044.5,1.0341543902716976,743,0,0,0
2363,6b136c4a2fb79d3a761da4ed67beed5c62be4bbe,1,1,1,0.0,189,200,464.0,47,13.985694444444444,9,185.0,1.0715016336137124,161,0,0,0
2364,85a2786572f53c31a1797e91c7917d621945dba2,1,2,3,0.9506646321246468,323,248,460.3333333333333,48,1.46045524691358,264,10127.0,1.5755825878039518,5630,1,1,1
2365,a8ae6c938fa871353aaa9c905a33f441eb044e80,1,3,3,1.1246581201547063,38,16,89.33333333333333,48,2.242079475308642,16,3550.0,1.369620133179348,2795,0,0,0
2366,8a075f205a5ee5fa645f9e2335b191e13102552d,2,4,4,1.7841591278514217,32,16,756.0,48,1.7791435185185185,187,10130.5,1.6224829503132052,454,0,0,0
2367,4a8f881051b5da5816e84f2989af95c9c72be15b,1,1,1,0.0,100,137,367.0,47,32.082175925925924,24,186.0,1.031169955626105,162,0,0,0
2368,9a0790bf066e8d315a41a1b295ba942b4f17b3c4,1,1,1,0.0,437,434,1308.0,47,17.220358796296296,34,146.0,1.0580707993270777,136,1,1,1
2369,f240c55cc89687fe3191b9312011d58982db8310,1,1,1,0.0,1,1,105.0,47,4.7599074074074075,106,2047.0,1.2100881202949014,38,0,0,0
2370,c7a47410f28b6f33980c735c76b51e31d012f66e,1,1,1,0.0,76,70,171.0,47,18.7121875,8,187.0,1.053441106230899,163,0,0,0
2371,38e9e92adad7d8f9d515d1224700a6dd8e655903,1,1,1,0.0,7,10,67.0,47,18.71869212962963,7,188.0,1.053422535777332,164,0,0,0
2372,09d8b684a75eb14023e60dd9e9a61e9cee48805f,1,1,1,0.0,68,85,44.0,47,18.913796296296297,8,141.0,1.0528714587137549,131,0,0,0
2373,2cd27612ead580cd722c0f73cfbc8574b6d0e2e2,1,1,1,0.0,32,35,107.0,47,18.917511574074073,10,142.0,1.0528610750988239,132,0,0,0
2374,a0024fac891e617edeb89e53d568e289a78e8e15,1,1,1,0.0,16,24,1138.0,47,18.025983796296295,48,145.0,1.0554754742543075,135,0,0,0
2375,56776ef50c6e9d3583ef7b9bd0273293df7e1036,1,1,1,0.0,96,88,414.0,48,5.272835648148148,38,189.0,1.1896512743292513,165,1,1,1
2376,86c55f151279239ae05a24540f1ba0e453bd5350,1,1,1,0.0,63,78,1311.0,47,3.9438773148148147,35,147.0,1.2535575831032044,137,1,1,1
2377,f08aa4f791eeeb067940cdd0eb770f76eb801541,1,1,1,0.0,80,91,-3.0,47,21.306284722222223,10,190.0,1.0469345084343593,166,0,0,0
2378,bf47a6abee82572dfdb453afe520b4ed191a58c0,1,1,1,0.0,42,53,124.0,46,61.56460648148148,6,191.0,1.0162430990328963,167,0,0,0
2379,ef5dee9cf5f29051d2062193f12ebad45e29bc87,1,1,1,0.0,41,45,115.0,46,61.84763888888889,8,192.0,1.016168765986306,168,0,0,0
2380,164ea6560415dd2c0960d8a9f0f8105500ecfddc,1,1,1,0.0,9,10,39.0,46,61.88450231481482,5,143.0,1.0161591345586471,133,0,0,0
2381,2364f1327c8fc550854f42ca15032f93f92fadbf,1,1,1,0.0,244,244,718.0,47,22.69724537037037,22,193.0,1.0440582098700588,169,0,0,0
2382,b997234b1dc6360acd06493cee15fcca664f49a9,1,1,1,0.0,296,316,168.0,47,21.783194444444444,20,194.0,1.0459069491644297,170,1,1,1
2383,e8de75d6a610f7452a80da0dd25ffc03f59f396b,1,1,1,0.0,41,43,88.0,46,61.934375,5,195.0,1.0161461224077906,171,0,0,0
2384,1215ca301a51a3859efb1472a726338082b0b8b4,1,1,1,0.0,8,17,202.0,47,21.800474537037037,18,196.0,1.0458705611339372,172,0,0,0
2385,2ce3e75477c29a5d678d474bfb73edeb97b2e311,1,1,1,0.0,54,65,70.0,46,62.025,11,197.0,1.0161225312374043,173,0,0,0
2386,a3bae230e09ef2969541b42f309ce29e9834db33,1,1,1,0.0,125,148,280.0,47,23.627222222222223,19,144.0,1.0423240612288085,134,0,0,0
2387,e377b797c41a7cb093bb187b4174dfe27ca82db0,1,1,1,0.0,226,245,901.0,47,21.059016203703703,52,148.0,1.0474855990577625,138,0,0,0
2388,fba975ee1c311386a3bf039f41c115cef1c96d03,1,1,1,0.0,11,3,52.0,48,12.059375,1,198.0,1.0829230370562322,174,0,0,0
2389,d15c51ec30f6da2260586952bfaf3dbba2cd763e,1,1,1,0.0,22,37,177.0,47,45.486550925925926,18,199.0,1.0219845202514581,175,0,0,0
